news_id,city,media,original_url,report_date,title,content,conflict_type,solution,departments,note
GZ_news_071,广州,广州政法,https://www.gzszfw.gov.cn/fzgz/content/post_58125.html,2023-07-07,互换宅基地多年后反悔，亲兄弟对簿公堂,亲兄弟早年口头互换农村宅基地并实际建房使用，后续补签书面互换协议，一方因心理失衡反悔，起诉主张协议无效、返还地块，引发农村宅基地权属家事纠纷。,农村宅基地互换权属家事纠纷,1. 花都法院一审认定互换协议合法有效，驳回原告诉请；2. 原告上诉，广州中院二审维持原判；3. 以案普法，明确同村村民宅基地互换未过户不影响合同效力，恪守诚实信用原则。,花都区人民法院、广州市中级人民法院、涉案兄弟二人,同村村民宅基地互换反悔、两级法院审理典型案例
GZ_news_072,广州,广州政法,https://mp.weixin.qq.com/s/pHAXda0z0ms4iCHlDh2fYA,2025-03-31,巧解鱼塘纠纷 “连环扣”,2023 年 12 月龙穴孖沙一涌水窦闸封闭施工，未提前通知 8 名鱼塘耕户，导致 467.7 亩鱼塘无法正常进排水、水质变差，水产品大量死亡，耕户多次投诉要求解决进排水及损失赔偿，引发施工侵权与养殖损失纠纷广州政法网,施工侵权、养殖损失财产纠纷,1. 龙穴街道综治中心搭建协商平台，安抚群众情绪、组织多方沟通；2. 多次现场走访核实情况，按 “三到位一处理” 原则推进化解；3. 研究制定一次性补偿方案，专人沟通争取理解；4.2024 年 11 月 15 日 8 名耕户全部签订协议书，矛盾实质性化解；5. 事后回访，耕户认可处置结果广州政法网,南沙区龙穴街道综治中心、8 名鱼塘耕户、相关施工及管理单位,南沙龙穴街道综治中心一站式化解鱼塘施工侵权损失典型案例
GZ_news_073,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_62786.html,2024-03-14,邻里间因地界产生矛盾，网格员这样调解,包含两起邻里纠纷：1. 一方建房挖地基挖到邻居墙角，因地界争执；2. 老人误以为邻人围墙占道影响通行产生矛盾，两处宅基地巷道邻里纠纷经村居网格员介入调处。,农村宅基地地界邻里纠纷,1. 网格员现场到场，分别劝导双方换位思考、邻里互谅；2. 第一起纠纷约定施工方停工并复原巷道，签订调解协议；3. 第二起核实围墙多年原状未占道，联动家属劝解老人，双方和解。,白云区钟落潭镇网格员、村调委会、涉案四名村民,农村宅基地巷道地界网格员就地调解典型案例
GZ_news_074,广州,平安广州,https://www.gzszfw.gov.cn/pagz/content/post_63439.html,2024-04-22,网红果树幼苗被盗，窃贼竟是为了尝新,两名家境优渥人员因观看直播猎奇新品种果树，先后三次潜入农户果园偷盗名贵果苗，涉案损失超 2 万元，农户报警后警方循监控抓获嫌疑人，涉案苗木全数追回。,财产盗窃侵权纠纷,1. 农户两次失窃后加装监控锁定作案电动车线索；2. 民警实地摸排，在嫌疑人家中空地查获被盗栽种果苗；3. 两名嫌疑人归案、一人自首，被盗果苗全部返还被害人；4. 依法对行为人刑事拘留，以案普法警示猎奇盗窃违法。,增城公安增江派出所、果园经营者、两名盗窃行为人,猎奇偷盗果树苗木刑事调处普法典型案例
GZ_news_075,广州,白云政法,https://www.gzszfw.gov.cn/shzl/content/post_58582.html,2023-05-29,五金厂臭味扰民，网格员为居民破解 “开窗难”,居民投诉小区后侧五金厂直排粉尘废气，异味刺鼻污染空气，住户常年无法开窗通风，引发工厂污染扰民相邻纠纷。,环境污染邻里相邻纠纷,1. 网格员现场核查查实企业无环保除尘设施、违规直排粉尘；2. 对接街道环保办现场勘查评估；3. 向涉事工厂下达整改通知书，责令停产整改、加装环保滤芯、错峰生产降噪；4. 企业按期完成整改，废气异味扰民问题消除。,白云区嘉禾街网格中心、街道环保办、涉事五金加工厂、投诉居民,工业废气粉尘扰民网格联动整改调解典型案例
GZ_news_076,广州,金羊网,https://news.ycwb.com/ikimvkmtki/content_54152526.htm,2026-06-02,还原一场“生命奇迹”：11岁男孩、13天、1000多人次与找到底的坚持,11 岁男孩 5 月 18 日在肇庆怀集深山走失，多方千余人次历时 13 天搜救，受雨天密林影响搜寻艰难，采药人发现孩童裤子获得线索，第 13 天搜救警犬找到被困孩童，孩子靠野果雨水存活获救。,孩童深山走失遇险、山区环境恶劣加大搜救难度,公安统筹，警犬 + 无人机空中地面协同，干部群众全员进山持续搜寻，依托遗留衣物缩小搜救范围,省公安厅刑侦总队、肇庆市县公安、乡镇村委、护林员、当地群众,
GZ_news_077,广州,广州政法,https://www.gzszfw.gov.cn/pagz/content/post_69624.html,2026-06-02,花钱就能 “捞人”？广州南沙警方揭穿骗局 抓获诈骗嫌疑人,稿件开篇提及南沙警方破获花钱捞人诈骗案件；主体内容为天河区海月路爱乐幼儿园小朋友在老师陪同下到访猎德派出所，送上手工锦旗（超级英雄 出警平安）、平安主题手绘、祈福布袋、平安小木锤等手作礼物致敬民辅警。民辅警被孩童真诚祝福深深打动，锦旗悬挂在所内醒目位置；,警民互动无矛盾，为暖心警民共建内容,警民方面：民警珍藏孩童礼物，以日常履职守护群众平安，深化警校共建,广州天河公安（猎德派出所）、广州南沙公安分局、天河爱乐幼儿园,
GZ_news_078,广州,金羊网,https://news.ycwb.com/ikimvkmtki/content_54152534.htm,2026-06-02,这个 “六一”，广东送小朋友们一首歌,六一当天，多部门联合发布新编粤语童谣《龙船飞万里》，改编自老牌广府童谣，融入龙舟精神、岭南非遗，曲风融合粤剧、说唱等新潮元素；,文化惠民、非遗传承类正面报道）,以原创童谣 + MV 形式活化传统民俗，分语种迭代推广，推动岭南文化进校园落地。,共青团广东省委、广东粤剧院、共青团广州市委、广东省青少年发展基金会,
GZ_news_079,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69601.html&scene=im&aid=497858&lang=zh,2026-05-26,二手商品 “售出不退”，法院怎么判？,2025 年买家小王花费 2450 元网购二手游戏机，收货后设备绿屏无法使用，售后检测查出主板故障；卖家小李以确认收货、提前视频验货为由拒退货款并拉黑买家，平台小法庭驳回投诉。小王起诉后，广州互联网法院认定故障为交付前隐蔽瑕疵，判令解除合同、卖家全额退款、买家退回游戏机。法官明确：二手商品不能单方约定售出不退，视频验货、平台确认收货均不能免除卖家质量担保义务，平台裁定不具备司法效力。文末向买卖双方发布二手交易风险提示。,买卖合同质量纠纷,司法途径：法院依据《民法典》判决解约退款，否定卖家 “售出不退” 单方免责条款；2. 事前防范：买家留存聊天、开箱、检测凭证，优先平台担保交易；卖家如实披露瑕疵、规范履约。,广州互联网法院,
GZ_news_080,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkmtki%2Fcontent_54154356.htm&scene=im&aid=497858&lang=zh,2026-06-02,广东警方三天查处三类车交通违法 9541 起，刑拘 8 人,广东公安开展 “除险 3 号” 专项整治，严查大客车、面包车、大货车 “三超一疲劳” 违法行为；行动 3 天累计查处违法 9541 起（面包车超员 163 宗），刑拘 8 人、行政拘留 17 人、刑事立案 9 宗，36 起非法营运移交交通部门。,道路交通违法纠纷,全省专项整治，现场查处 + 源头管控，对严重违法人员采取刑拘、行政拘留、罚款记分等处罚；非法营运移送交通部门处置；2. 普法警示，引导驾驶员守法、群众抵制违规营运车辆，鼓励举报违法。,广东省公安厅、肇庆公安、深圳公安、惠州公安、交通运输部门,
GZ_news_081,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69583.html&scene=im&aid=497858&lang=zh,2026-05-21,是 “天赐良缘” 还是 “诈骗陷阱”？,聂某等人注册公司组建诈骗团伙，业务员伪装白富美网恋，以赠送礼品为由诱导受害者高价采购劣质商品，半年诈骗 53 万余元；一审白云法院判处主犯聂某十年有期徒刑，其余从犯获刑并罚金、退赔赃款；被告人上诉后广州中院二审维持原判。法官详解网恋杀猪盘诈骗特征，发布三点交友防骗提醒。,电信网络诈骗刑事纠纷,司法处置：法院依据刑法诈骗罪条款定罪量刑，责令被告人退赔被害人损失；2. 事前防范：网友谨慎核验对方身份，拒绝任何金钱消费要求，被骗后留存聊天、转账证据并报警。,广州市白云区人民法院、广州市中级人民法院,
GZ_news_082,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkntin%2Fcontent_54139668.htm&scene=im&aid=497858&lang=zh,2026-04-20,2026 年 4 月 19 日凌晨，东莞南城一名众包外卖骑手耿某因闯红灯、玩手机、骑行改装套牌车等多项违法，骑行途中发生碰撞事故身亡并承担事故主责。交警溯源排查发现涉事外卖站点安全管理缺位，疏于骑手安全教育、放任改装车上路。5 月 24 日，网点负责人邓某因涉嫌重大责任事故罪被刑拘，系东莞首起因骑手亡人事故追责站点管理人员案件,道路交通事故 + 安全生产管理责任纠纷,刑事追责：对失职站点负责人以重大责任事故罪刑拘，案件继续侦办；2. 长效整治：交警常态化夜间、高峰时段查处非机动车违法，约谈外卖站点，督促企业完善骑手安全教育、严查非法改装配送车辆，压实平台安全生产主体责任,东莞交警大队、涉事外卖平台东莞网点,,
GZ_news_083,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69547.html&scene=im&aid=497858&lang=zh,2026-05-11,试用期就能随意辞退？法官：千万不能理解错了,黄某入职企业任高管，试用期公司统一降薪 15%，许诺上市后双倍补发薪资；试用期结束前企业无证据以不符合录用条件辞退黄某。广州中院认定企业违法解约，判令单位赔付违法解除赔偿金、补齐降薪差额。文章结合《劳动合同法》详解试用期劳动关系建立、试用期限、解约规则、薪资社保法律规定，给出企业用工规范建议与劳动者四步维权途径。,劳动用工纠纷,司法处置：法院判决企业支付赔偿金、补足薪资差额；2. 企业规范：书面明确录用考核标准、合同写明薪资、审慎解除用工；3. 劳动者维权：协商→劳动监察投诉→劳动仲裁→法院起诉四步骤依法维权。,广州市中级人民法院,
GZ_news_084,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkntic%2Fcontent_54145275.htm&scene=im&aid=497858&lang=zh,2026-05-28,广东一群众欲取 500 万元现金给网恋对象，警方提醒：诈骗手段升级了,省公安厅发布反诈案例：肇庆一市民陷入新型网恋诈骗，骗子打造优质人设、诱导小额投资返利获取信任后，以置业为由哄骗受害者支取 500 万现金线下交付。反诈部门接预警后联动银行现场劝阻，经两小时劝说当事人醒悟、放弃取现，保住全部资金。警方提示，当前诈骗升级为 “网恋诱导 + 线下取现” 模式，规避线上风控、追赃难度大。,电信网络诈骗纠纷,预警拦截：公安、银行联动，现场劝说阻止大额取现；2. 警示宣传：公布新型诈骗套路，提醒民众警惕网恋理财、线下现金转账要求。,广东省公安厅、肇庆市公安局反诈中心、涉事合作银行,
GZ_news_085,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69506.html&scene=im&aid=497858&lang=zh,2026-04-22,行政司法联动！南沙升级知识产权保护机制,4 月 20 日，南沙法院与南沙区市场监管局签署知识产权协作备忘录，落地行政 + 司法协同保护制度。文件围绕疑难案件会商、信息互通、诉调对接、联合普法等划定协作细则，针对商标恶意抢注、著作权权属等疑难案件统一侵权判定标准；依托枫桥经验联动人民调解组织推进纠纷非诉化解。该协议是南沙现有 “1+8” 全链条知产保护机制的延伸完善，助力区域科创与新质生产力发展。,知识产权制度优化类（无具体纠纷，完善行政与司法认定标准不一、纠纷处置衔接不畅问题）,制度共建：两院局签订备忘录，建立案件会商、信息共享、联合惩戒机制，统一侵权认定尺度；2. 多元解纷：依托人民调解，优先引导纠纷非诉讼化解，法院与行政调解双向支撑；3. 长效落地：完善全链条保护体系，优化区域科创法治营商环境。,广州市南沙区人民法院、南沙区市场监督管理局、南沙知识产权纠纷人民调解委员会,
GZ_news_086,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkntic%2Fcontent_54143670.htm&scene=im&aid=497858&lang=zh,2026-05-28,公共道路变停车场 违停顽疾如何根治？,记者实地走访广州番禺、黄埔、天河、白云四区，多地市政道路、人行道、河涌沿岸被私家车违规占用，沦为露天停车场，还存在长期停放的僵尸车；违停诱因包括小区车位配比不足、车主刻意躲避监控、工地配套车位未完工、部分区域权责划分模糊。虽广州停车配比小幅提升，但占道违停屡禁不止。政协专家提出从完善多部门闭环处置机制、盘活闲置土地增设公共车位两大方向破解乱象。,城市道路交通管理纠纷,末端管控：建立街道、物业、交警多部门闭环处置机制，分级清理僵尸车，依法处罚违停、拖移违规车辆；2. 源头治理：盘活城市边角地、桥下闲置空间，增设平价公共停车位，补齐车位缺口。,广州交警、属地街道、小区物业、交通主管部门、市政协专家,
GZ_news_087,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69464.html&scene=im&aid=497858&lang=zh,2026-04-09,结案证明书，助力企业 “轻装上阵”,空港公司与生物医药公司因出资纠纷诉至花都法院，经法官调解，被告付清 170 余万元欠款、债务全清。双方不想留存调解书等诉讼文书影响企业征信，但又需要凭证证实债务结清。花都法院依据民诉法及民营经济司法指导意见创新举措，案件不制作调解书、另行出具《结案证明书》，既满足企业消弭涉诉记录的诉求，又提供合法结清凭证。广州法院后续将持续推广该机制，优化营商法治环境。,商事合同欠款纠纷,诉讼调解：法院居中调解促成被告全额清偿 170 余万出资欠款；2. 司法创新：无正式法律文书结案，核发《结案证明书》，兼顾企业征信保护与债权结清凭证需求；3. 长效落地：广州法院持续完善该项司法便民举措，护航民营企业发展。,广州市中级人民法院、广州市花都区人民法院,
GZ_news_088,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkntil%2Fcontent_54141688.htm&scene=im&aid=497858&lang=zh,2026-05-27,高校 “预约码” 竟被黄牛高价倒卖,省教育厅做客民声热线，落实学生体育锻炼、严控违规补课、确定高三 9 月开学；整治高校预约码倒卖，推进校园分类规范开放。,教育监管问题,压实体育课设置，严查违规补课；完善高校实名预约、分区管控，打击黄牛倒码。,省教育厅、广州市教育局、省内高校,
GZ_news_089,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69409.html&scene=im&aid=497858&lang=zh,2026-04-07,当旧改遇上 “死结”，看他们如何破解,刘某欠债被申请拍卖房产，刘某报案称债主诈骗致房产查封搁置，恰逢房屋划入旧改阻滞整栋拆迁；法院联动公安、仲裁多方调解，敲定 130 万还款，从拆迁补偿款偿债，顺利解封房屋、保障旧改落地。,民间借贷执行纠纷叠加城中村拆迁矛盾,法院采用以调促和、背对背调解，促成执行和解，依托拆迁补偿款清偿债务。,广州中院、公安、仲裁机构、拆迁实施单位,
GZ_news_090,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkmtkh%2Fcontent_54155535.htm&scene=im&aid=497858&lang=zh,2026-06-03,女子被家暴十年患重度抑郁，其丈夫暗藏 1400 万元，她却付不起 7000 元医药费；女儿哀求其不要离婚：想要一个完整的家；这个案子判了,王作红遭丈夫十年家暴致重病，曾因女儿下跪挽留隐忍，丈夫婚内出轨、隐匿转移 1400 余万共同财产，有钱挥霍却拒付生活费与医疗费；受害者求助妇联，法院以故意伤害罪判处丈夫拘役并赔偿，离婚财产纠纷仍在审理。,婚姻家暴纠纷 + 婚内财产隐匿纠纷,妇联联动公检法，协助申请人身保护令、公诉追责；女方依法起诉离婚，追索被隐匿夫妻财产。,重庆永川妇联、公安、检察院、人民法院,
GZ_news_091,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69330.html&scene=im&aid=497858&lang=zh,2026-03-30,体育竞技致人受伤，是否须赔偿？,业余球赛柯某常规犯规致黄某锁骨骨折、花销 1.1 万余元，黄某索赔；法院适用自甘风险原则，认定仅普通犯规无故意或重大过失，一二审均驳回原告诉求。,体育赛事人身损害赔偿纠纷,依据民法典自甘风险条款裁判，普通竞技犯规无需担责；提醒主办方完善安保医疗、选手规范动作。,广州白云法院、广州中院,
GZ_news_092,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69321.html&scene=im&aid=497858&lang=zh,2026-03-27,假急救药流入市场，怎样追责？,朱某某等人依托医药行业背景，全链条产销假冒安宫牛黄丸，假药缺失有效急救成分；一审三人被判 4 至 11 年有期徒刑，另赔付公益赔偿金 2100 余万元，二审维持原判。,生产、销售假药刑事犯罪纠纷,司法全链条追责，判处刑罚 + 巨额公益赔偿；提示群众正规购药、发现假药及时举报。,广州海珠区法院、广州市中级人民法院,
GZ_news_093,广州,广州政法网,https://www.gzszfw.gov.cn/fzgz/content/post_69309.html,2026-03-26,通过 “低价代打车” 实施诈骗，这些人被判刑！,四名嫌疑人借低价代打车引流，冒用账号下单，收取乘客车费后截留钱款、拖欠平台结算；涉案金额九千至两万余元，退赔获谅解后，均以诈骗罪获缓刑并罚金。,网络诈骗刑事纠纷,依法定罪量刑；嫌疑人退赔取得谅解适用缓刑；提醒民众警惕非正规低价代打车。,广州市南沙区人民法院,
GZ_news_094,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkmtkh%2Fcontent_54155535.htm&scene=im&aid=497858&lang=zh,2026-03-25,检察监督 + 执行和解：检法联动化解百万合同纠纷,买卖双方货款纠纷拖延五年，败诉方申请检察监督，原判无误但执行受阻；白云检法联动背对背调解，债权人让步，债务人一次性付清 102 万欠款本息，案件圆满化解。,买卖合同欠款执行纠纷,依托检法协作机制，联合释法调解促成执行和解；建立常态化联动机制长效化解执行难题。,广州市白云区人民检察院、广州市白云区人民法院,
GZ_news_095,广州,金羊网,https://news.ycwb.com/ikimvkmtkh/content_54155820.htm,2026-06-03,一个 “穿越” 的面包，毁了消费者的信任,消费者 6 月 2 日网购面包，产品标注生产日期为次日，商家借口标签故障退款并想要收回商品，消费者怀疑商家篡改日期延长售卖期，已通过 12345 投诉维权。,食品安全消费纠纷,消费者拒绝私了并投诉监管部门；依据食安法，商家虚标生产日期最低可罚五万元。,市场监管部门、涉事烘焙门店、外卖平台、消费者,
GZ_news_096,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkntjn%2Fcontent_54120876.htm&scene=im&aid=497858&lang=zh,2026-05-15,“先出来！危险！” 广州多区遭遇强降水，民警劝阻市民涉水通行,广州多区暴雨红色预警，越秀华乐路低洼路段积水封路，民警涉水排查隐患、劝阻市民冒险涉水；多支应急队伍到场处置，半小时后道路恢复通车，并处理周边地库积水。,暴雨积水引发道路通行安全隐患,民警现场警戒劝离群众，多部门联合排水抢险，快速疏通积水恢复通行。,公安民警、应急处置相关单位,
GZ_news_097,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkmtki%2Fcontent_54153995.htm&scene=im&aid=497858&lang=zh,2026-06-02,广州一城中村清晨起火，火苗已经蹿到了两层楼高，很多街坊还在睡梦中，危机时刻他敲锣叫醒街坊撤离！消防专程登门送感谢信,5 月 30 日白云城中村十余台电动车凌晨起火，联防队员邱云辉等人一边扑救火情，一边敲锣叫醒熟睡居民避险，处置得当无人员伤亡；6 月 2 日消防部门上门送上感谢信，白云区将完善社区应急值守站点建设。,城中村电动车自燃消防安全突发事件,社区联防先期灭火、鸣锣疏散群众；消防到场收尾处置；完善基层微型消防站与应急联动机制。,白云区消防救援局、磨刀坑社区治安联防队、社区居委会,
GZ_news_098,广州,金羊网,https://link.wtturl.cn/?target=https%3A%2F%2Fnews.ycwb.com%2Fikimvkmtki%2Fcontent_54154252.htm&scene=im&aid=497858&lang=zh,2026-06-02,广州福顺堂养生馆被曝坑骗老年人，诱导 58 岁大姨花 17 万元做养生，其中超 10 万元来自 “花呗” 和网贷！记者实探：招牌已拆，店员却称仍在营业,养生馆以免费洗脚引流，谎称老人有中风隐患，诱导郭姨消费 17 万，透支网贷十余万；老人打工按月还贷，家属投诉，市监局立案，门店摘牌但照常营业。,养老消费欺诈纠纷,家属投诉，市场监管部门立案调查；核查商家违规行为，整治老年养生消费乱象,荔湾区市场监管局、涉事养生馆、消费者郭姨,
GZ_news_099,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69213.html&scene=im&aid=497858&lang=zh,2026-03-13,非法贩卖 “笑气”，两人被判刑！,陈某、应某无证跨省售卖危险化学品笑气 80 瓶，涉案 5 万余元，被警方抓获；法院以非法经营罪均判处 7 个月有期徒刑并分处罚金,非法经营刑事犯罪纠纷,司法依法定罪量刑；普法警示群众远离笑气、举报违法交易。,广州市白云区人民法院、公安机关,
GZ_news_100,广州,广州政法网,https://link.wtturl.cn/?target=https%3A%2F%2Fwww.gzszfw.gov.cn%2Ffzgz%2Fcontent%2Fpost_69182.html&scene=im&aid=497858&lang=zh,2026-03-09,网红养生饮 “长毛”？专家陪审厘清百万赔偿责任,贸易公司定制 240 万元网红饮品，产品发霉、漏标日期、成分不实；产销双方追责扯皮，法院引入食品、营养领域专家陪审员专业研判，判令生产方赔付 160 余万元。,食品加工承揽合同质量赔偿纠纷,启用专家陪审机制厘清产品质量责任，依法判决赔付；依托专家智库高效审理新兴食品类案件。,广州市花都区人民法院、食品及营养学专家陪审员、涉事贸易与饮品企业,
